EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-10-31-A,1,mahaja,Start,1,1517113,
DS-2025-10-31-A,2,Cupra290,Start,1,1485454,
DS-2025-10-31-A,3,Marikopopo,Start,1,1444753,
DS-2025-10-31-A,4,Jimmy die Robbe,Start,1,1274394,
DS-2025-10-31-A,5,Elevn765,Start,1,1043440,
DS-2025-10-31-A,6,itsH4K1,Start,1,1021571,
DS-2025-10-31-A,7,Maggyispass,Start,1,947627,
DS-2025-10-31-A,8,Alonzo Mosley,Start,1,832805,
DS-2025-10-31-A,9,Kartoffeleis,Start,1,800322,
DS-2025-10-31-A,10,Maik1234567890,Start,1,794367,
DS-2025-10-31-A,11,Littel joe,Start,1,739639,
DS-2025-10-31-A,12,Schalmei3,Start,1,708651,
DS-2025-10-31-A,13,rompa007,Start,1,674501,
DS-2025-10-31-A,14,ZANGE,Start,1,236499,
DS-2025-10-31-A,15,PAvluWKA,Start,1,198967,
DS-2025-10-31-A,16,BobbydyBob,Start,1,165085,
DS-2025-10-31-A,17,Caplap,Start,0,0,
DS-2025-10-31-A,18,DNA16,Start,0,0,
DS-2025-10-31-A,19,Fenworld,Start,0,0,
DS-2025-10-31-A,20,Kurme,Start,0,0,
DS-2025-10-31-A,1,Damien 44,Ersatz,1,2290918,
DS-2025-10-31-A,2,Zombie666 80 420,Ersatz,1,193256,
DS-2025-10-31-A,3,x Earl x,Ersatz,1,189788,
DS-2025-10-31-A,4,Dennis388,Ersatz,0,0,
DS-2025-10-31-A,5,DerOle83,Ersatz,0,0,
DS-2025-10-31-A,6,Kaiserslautern1900,Ersatz,0,0,
DS-2025-10-31-A,7,Kinkel27,Ersatz,0,0,
DS-2025-10-31-A,8,lOmsen,Ersatz,0,0,
DS-2025-10-31-A,9,moscha,Ersatz,0,0,
DS-2025-10-31-A,10,XSCØRPIONX,Ersatz,0,0,
