EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-09-05-A,1,Jimmy die Robbe,Start,1,1569985,
DS-2025-09-05-A,2,itsH4K1,Start,1,1071821,
DS-2025-09-05-A,3,Darkschredder,Start,1,1038379,
DS-2025-09-05-A,4,rompa007,Start,1,775203,
DS-2025-09-05-A,5,TheFisch,Start,1,588551,
DS-2025-09-05-A,6,Elevn765,Start,1,211634,
DS-2025-09-05-A,7,Schalmei3,Start,1,132391,
DS-2025-09-05-A,8,Aegolas,Start,0,0,
DS-2025-09-05-A,9,Alonzo Mosley,Start,0,0,
DS-2025-09-05-A,10,BobbydyBob,Start,0,0,
DS-2025-09-05-A,11,DevastatorJMI,Start,0,0,
DS-2025-09-05-A,12,Evil activities,Start,0,0,
DS-2025-09-05-A,13,Kartoffeleis,Start,0,0,
DS-2025-09-05-A,14,KingKobra2,Start,0,0,
DS-2025-09-05-A,15,Maggyispass,Start,0,0,
DS-2025-09-05-A,16,Maik1234567890,Start,0,0,
DS-2025-09-05-A,17,PAvluWKA,Start,0,0,
DS-2025-09-05-A,18,Pickopf,Start,0,0,
DS-2025-09-05-A,19,Toto 69,Start,0,0,
DS-2025-09-05-A,20,ZANGE,Start,0,0,
DS-2025-09-05-A,1,Nico 90,Ersatz,1,155322,
DS-2025-09-05-A,2,Fighter1904,Ersatz,0,0,
DS-2025-09-05-A,3,Haui1986,Ersatz,0,0,
DS-2025-09-05-A,4,Liibert,Ersatz,0,0,
DS-2025-09-05-A,5,MadaxX,Ersatz,0,0,
DS-2025-09-05-A,6,mahaja,Ersatz,0,0,
DS-2025-09-05-A,7,Schlumpfsoldat 4714,Ersatz,0,0,
DS-2025-09-05-A,8,Stiegl 13,Ersatz,0,0,
DS-2025-09-05-A,9,Wene1234,Ersatz,0,0,
DS-2025-09-05-A,10,Yoda0201,Ersatz,0,0,
