EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-11-28-A,1,Elevn765,Start,1,1515973,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,2,itsH4K1,Start,1,1769400,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,3,Jimmy die Robbe,Start,1,1202445,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,4,Marikopopo,Start,1,1431888,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,5,Schalmei3,Start,1,546104,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,6,LittelJoe,Start,1,1072066,COUNT_MISMATCH_ERSATZ;NAME_MATCH_INSENSITIVE;SLOT_GAP_SECTION
DS-2025-11-28-A,7,Mahaja,Start,1,754707,COUNT_MISMATCH_ERSATZ;NAME_MATCH_INSENSITIVE;SLOT_GAP_SECTION
DS-2025-11-28-A,8,Damien 44,Start,1,1825742,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,9,rompa RU96,Start,1,653717,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,10,Zombie 666 80 420,Start,1,904522,COUNT_MISMATCH_ERSATZ;NAME_MATCH_INSENSITIVE;SLOT_GAP_SECTION
DS-2025-11-28-A,11,KUBI01,Start,1,572010,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,12,BobbydyBob,Start,1,1366969,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,13,TheFisch,Start,1,685033,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,14,Alonzo Mosley,Start,1,1460285,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,15,PAvluWKA,Start,1,342453,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,16,Maggyispass,Start,1,1061098,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,17,Re3Slim3,Start,1,556370,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,18,b1e90ff,Start,1,105975,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,19,DevastatorJMI,Start,1,220335,COUNT_MISMATCH_ERSATZ;SLOT_GAP_SECTION
DS-2025-11-28-A,20,Jo Ghurt,Start,1,1310482,COUNT_MISMATCH_ERSATZ;RESULT_DUPLICATE_ENTRIES(chosen=max);SLOT_GAP_SECTION
