EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-09-26-A,1,Dark Werwolf,Start,1,989420,
DS-2025-09-26-A,2,Alonzo Mosley,Start,1,973270,
DS-2025-09-26-A,3,Zombie666 80 420,Start,1,863642,
DS-2025-09-26-A,4,Jimmy die Robbe,Start,1,802490,
DS-2025-09-26-A,5,itsH4K1,Start,1,775092,
DS-2025-09-26-A,6,Maik1234567890,Start,1,683364,
DS-2025-09-26-A,7,Marikopopo,Start,1,622992,
DS-2025-09-26-A,8,Kartoffeleis,Start,1,516435,
DS-2025-09-26-A,9,TheFisch,Start,1,459647,
DS-2025-09-26-A,10,Elevn765,Start,1,450936,
DS-2025-09-26-A,11,Nico 90,Start,1,315368,
DS-2025-09-26-A,12,mahaja,Start,1,259118,
DS-2025-09-26-A,13,Aegolas,Start,1,236230,
DS-2025-09-26-A,14,BobbydyBob,Start,1,226613,
DS-2025-09-26-A,15,Schalmei3,Start,1,187326,
DS-2025-09-26-A,16,Maggyispass,Start,0,0,
DS-2025-09-26-A,17,ZANGE,Start,0,0,
DS-2025-09-26-A,18,rompa007,Start,0,0,
DS-2025-09-26-A,19,Stiegl 13,Start,0,0,
DS-2025-09-26-A,20,Yoda0201,Start,0,0,
DS-2025-09-26-A,21,Jo Ghurt,Start,0,0,
DS-2025-09-26-A,22,Toto 69,Start,0,0,
DS-2025-09-26-A,1,Cupra290,Ersatz,1,815592,
DS-2025-09-26-A,2,PAvluWKA,Ersatz,1,563986,
DS-2025-09-26-A,3,Evil activities,Ersatz,1,511168,
DS-2025-09-26-A,4,Pickopf,Ersatz,1,419456,
DS-2025-09-26-A,5,Littel joe,Ersatz,1,309304,
DS-2025-09-26-A,6,Schlumpfsoldat 4714,Ersatz,0,0,
