EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-10-03-A,1,Jimmy die Robbe,Start,1,1286925,
DS-2025-10-03-A,2,Maik1234567890,Start,1,1212889,
DS-2025-10-03-A,3,Alonzo Mosley,Start,1,1187861,
DS-2025-10-03-A,4,KingKobra2,Start,1,1176012,
DS-2025-10-03-A,5,Marikopopo,Start,1,925192,
DS-2025-10-03-A,6,Littel joe,Start,1,710239,
DS-2025-10-03-A,7,Zombie666 80 420,Start,1,629055,
DS-2025-10-03-A,8,Dark Werwolf,Start,1,567319,
DS-2025-10-03-A,9,mahaja,Start,1,354321,
DS-2025-10-03-A,10,Nico 90,Start,1,331091,
DS-2025-10-03-A,11,rompa007,Start,1,299578,
DS-2025-10-03-A,12,Cupra290,Start,1,152908,
DS-2025-10-03-A,13,Aegolas,Start,0,0,
DS-2025-10-03-A,14,BobbydyBob,Start,0,0,
DS-2025-10-03-A,15,Colombo123,Start,0,0,
DS-2025-10-03-A,16,Domdom15,Start,0,0,
DS-2025-10-03-A,17,Evil activities,Start,0,0,
DS-2025-10-03-A,18,Haui1986,Start,0,0,
DS-2025-10-03-A,19,Jo Ghurt,Start,0,0,
DS-2025-10-03-A,20,Revillion,Start,0,0,
DS-2025-10-03-A,1,Kartoffeleis,Ersatz,1,1822357,
DS-2025-10-03-A,2,itsH4K1,Ersatz,1,1197297,
DS-2025-10-03-A,3,Maggyispass,Ersatz,1,1082556,
DS-2025-10-03-A,4,Elevn765,Ersatz,1,603699,
DS-2025-10-03-A,5,ZANGE,Ersatz,1,513705,
DS-2025-10-03-A,6,PAvluWKA,Ersatz,1,401138,
DS-2025-10-03-A,7,Pickopf,Ersatz,1,368420,
DS-2025-10-03-A,8,Schalmei3,Ersatz,1,325315,
DS-2025-10-03-A,9,cindy934,Ersatz,0,0,
DS-2025-10-03-A,10,Toto 69,Ersatz,0,0,
