EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-12-05-A,1,Elevn765,Start,1,1253867,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,2,itsH4K1,Start,1,2332492,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,3,Jimmy die Robbe,Start,1,1116204,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,4,Schalmei3,Start,1,722543,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,5,LittelJoe,Start,1,867929,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;NAME_MATCH_INSENSITIVE;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,6,Mahaja,Start,1,1304073,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;NAME_MATCH_INSENSITIVE;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,7,Damien 44,Start,1,1908536,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,8,rompa RU96,Start,1,2326977,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,9,Zombie 666 80 420,Start,1,721843,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;NAME_MATCH_INSENSITIVE;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,10,KUBI01,Start,1,511544,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,11,BobbydyBob,Start,1,920873,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,12,TheFisch,Start,1,929399,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,13,Tobinho25,Start,1,680568,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,14,PAvluWKA,Start,1,784720,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,15,Maggyispass,Start,1,2036388,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,16,ZANGE,Start,1,852362,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,17,Re3Slim3,Start,1,633377,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
DS-2025-12-05-A,18,Dany Bossss,Start,1,306099,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=2);SLOT_GAP_SECTION
