EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-10-17-A,1,Cupra290,Start,1,1537507,
DS-2025-10-17-A,2,Marikopopo,Start,1,1068464,
DS-2025-10-17-A,3,Damien 44,Start,1,1040729,
DS-2025-10-17-A,4,rompa007,Start,1,957793,
DS-2025-10-17-A,5,Alonzo Mosley,Start,1,952514,
DS-2025-10-17-A,6,itsH4K1,Start,1,853284,
DS-2025-10-17-A,7,Dark Werwolf,Start,1,765996,
DS-2025-10-17-A,8,Kartoffeleis,Start,1,662448,
DS-2025-10-17-A,9,Evil activities,Start,1,627252,
DS-2025-10-17-A,10,Littel joe,Start,1,588409,
DS-2025-10-17-A,11,mahaja,Start,1,468448,
DS-2025-10-17-A,12,Zombie666 80 420,Start,1,218871,
DS-2025-10-17-A,13,BobbydyBob,Start,1,199145,
DS-2025-10-17-A,14,ZANGE,Start,1,30090,
DS-2025-10-17-A,15,DevastatorJMI,Start,0,0,
DS-2025-10-17-A,16,Haui1986,Start,0,0,
DS-2025-10-17-A,17,IOmsen,Start,0,0,
DS-2025-10-17-A,18,John Doe 0815,Start,0,0,
DS-2025-10-17-A,19,Nico 90,Start,0,0,
DS-2025-10-17-A,20,Revillion,Start,0,0,
DS-2025-10-17-A,1,Maik1234567890,Ersatz,1,1536547,
DS-2025-10-17-A,2,Jimmy die Robbe,Ersatz,1,910856,
DS-2025-10-17-A,3,TheFisch,Ersatz,1,906226,
DS-2025-10-17-A,4,Elevn765,Ersatz,1,708880,
DS-2025-10-17-A,5,Schalmei3,Ersatz,1,539880,
DS-2025-10-17-A,6,KingKobra2,Ersatz,1,533707,
DS-2025-10-17-A,7,Jo Ghurt,Ersatz,0,0,
DS-2025-10-17-A,8,Maggyispass,Ersatz,0,0,
DS-2025-10-17-A,9,Pickopf,Ersatz,0,0,
DS-2025-10-17-A,10,Toto 69,Ersatz,0,0,
