EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-12-05-B,1,Cupra290,Start,1,1968870,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,2,Maik Elt,Start,1,3272706,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,3,Fenworld,Start,1,998130,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,4,abu47,Start,1,71620,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,5,Alstermaus,Start,0,0,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,6,b1e90ff,Start,1,277778,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,7,Pickopf,Start,1,463201,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,8,Michael 3840,Start,1,506332,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,9,Aegolas,Start,0,0,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,10,Darkface 46,Start,0,0,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,11,Doodo12,Start,1,322263,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
DS-2025-12-05-B,12,OGnastea,Start,0,0,COUNT_MISMATCH_ERSATZ;COUNT_MISMATCH_START;RESULT_PARTICIPATION_SHORTFALL(delta=12);SLOT_GAP_SECTION
