EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-09-12-A,1,Jimmy die Robbe,Start,1,1158058,
DS-2025-09-12-A,2,Kartoffeleis,Start,1,823354,
DS-2025-09-12-A,3,Darkschredder,Start,1,733662,
DS-2025-09-12-A,4,itsH4K1,Start,1,624043,
DS-2025-09-12-A,5,ZANGE,Start,1,511904,
DS-2025-09-12-A,6,Elevn765,Start,1,471904,
DS-2025-09-12-A,7,mahaja,Start,1,385959,
DS-2025-09-12-A,8,Schalmei3,Start,1,335131,
DS-2025-09-12-A,9,Marikopopo,Start,1,316211,
DS-2025-09-12-A,10,cindy934,Start,1,300891,
DS-2025-09-12-A,11,Maggyispass,Start,1,170114,
DS-2025-09-12-A,12,BobbydyBob,Start,1,166590,
DS-2025-09-12-A,13,rompa007,Start,1,144642,
DS-2025-09-12-A,14,TheFisch,Start,1,141375,
DS-2025-09-12-A,15,DevastatorJMI,Start,1,114329,
DS-2025-09-12-A,16,PAvluWKA,Start,1,20416,
DS-2025-09-12-A,17,Aegolas,Start,0,0,
DS-2025-09-12-A,18,Der Mok,Start,0,0,
DS-2025-09-12-A,19,Globi3000,Start,0,0,
DS-2025-09-12-A,20,Haui1986,Start,0,0,
DS-2025-09-12-A,1,Maik1234567890,Ersatz,1,22998,
DS-2025-09-12-A,2,Aristide1,Ersatz,0,0,
DS-2025-09-12-A,3,Colombo123,Ersatz,0,0,
DS-2025-09-12-A,4,Domdom15,Ersatz,0,0,
DS-2025-09-12-A,5,Madaxx,Ersatz,0,0,
DS-2025-09-12-A,6,Nico 90,Ersatz,0,0,
DS-2025-09-12-A,7,Revillion,Ersatz,0,0,
DS-2025-09-12-A,8,Schueik kz,Ersatz,0,0,
DS-2025-09-12-A,9,Toto 69,Ersatz,0,0,
