EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-08-22-A,1,Jimmy die Robbe,Start,1,1207333,
DS-2025-08-22-A,2,Aegolas,Start,1,1050247,
DS-2025-08-22-A,3,itsH4K1,Start,1,1041430,
DS-2025-08-22-A,4,KingKobra2,Start,1,861959,
DS-2025-08-22-A,5,Maik1234567890,Start,1,758254,
DS-2025-08-22-A,6,rompa007,Start,1,570580,
DS-2025-08-22-A,7,Darkschredder,Start,1,520463,
DS-2025-08-22-A,8,Elevn765,Start,1,411955,
DS-2025-08-22-A,9,Schalmei3,Start,1,227523,
DS-2025-08-22-A,10,PAvluWKA,Start,1,152023,
DS-2025-08-22-A,11,Alonzo Mosley,Start,0,0,
DS-2025-08-22-A,12,Evil activities,Start,0,0,
DS-2025-08-22-A,13,Fighter1904,Start,0,0,
DS-2025-08-22-A,14,Globi3000,Start,0,0,
DS-2025-08-22-A,15,Kartoffeleis,Start,0,0,
DS-2025-08-22-A,16,MadaxX,Start,0,0,
DS-2025-08-22-A,17,Maggyispass,Start,0,0,
DS-2025-08-22-A,18,Pickopf,Start,0,0,
DS-2025-08-22-A,19,Yoda0201,Start,0,0,
DS-2025-08-22-A,20,ZANGE,Start,0,0,
DS-2025-08-22-A,1,BobbydyBob,Ersatz,1,285214,
DS-2025-08-22-A,2,x Earl x,Ersatz,1,231635,
DS-2025-08-22-A,3,Stiegl 13,Ersatz,1,209572,
DS-2025-08-22-A,4,CS8888,Ersatz,0,0,
DS-2025-08-22-A,5,Der Zerstörer007,Ersatz,0,0,
DS-2025-08-22-A,6,DevastatorJMI,Ersatz,0,0,
DS-2025-08-22-A,7,JimderPanse,Ersatz,0,0,
DS-2025-08-22-A,8,TheFisch,Ersatz,0,0,
DS-2025-08-22-A,9,Toto 69,Ersatz,0,0,
