EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-10-24-B,1,Maik1234567890,Start,1,1922027,
DS-2025-10-24-B,2,Aegolas,Start,1,1278467,
DS-2025-10-24-B,3,BjörnBärchi,Start,1,596861,
DS-2025-10-24-B,4,Dany Bossss,Start,1,473893,
DS-2025-10-24-B,5,cindy934,Start,1,383024,
DS-2025-10-24-B,6,Michael 3840,Start,1,13233,
DS-2025-10-24-B,7,Baldurbabu,Start,0,0,
DS-2025-10-24-B,8,Colombo123,Start,0,0,
DS-2025-10-24-B,9,Darkface 46,Start,0,0,
DS-2025-10-24-B,10,DevastatorJMI,Start,0,0,
DS-2025-10-24-B,11,Domdom15,Start,0,0,
DS-2025-10-24-B,12,Globi3000,Start,0,0,
DS-2025-10-24-B,13,HANN1453,Start,0,0,
DS-2025-10-24-B,14,LarZde,Start,0,0,
DS-2025-10-24-B,15,Major Fibonacci,Start,0,0,
DS-2025-10-24-B,16,Pickopf,Start,0,0,
DS-2025-10-24-B,17,Stiegl 13,Start,0,0,
DS-2025-10-24-B,18,Wadson17,Start,0,0,
DS-2025-10-24-B,19,Yoda0201,Start,0,0,
DS-2025-10-24-B,20,Yusam83,Start,0,0,
DS-2025-10-24-B,1,KUBI01,Ersatz,1,644321,
DS-2025-10-24-B,2,Alstermaus,Ersatz,0,0,
DS-2025-10-24-B,3,CommanderPiwi,Ersatz,0,0,
DS-2025-10-24-B,4,CS8888,Ersatz,0,0,
DS-2025-10-24-B,5,Grizzly CHE,Ersatz,0,0,
DS-2025-10-24-B,6,Mokari2111x,Ersatz,0,0,
DS-2025-10-24-B,7,nikelas69,Ersatz,0,0,
DS-2025-10-24-B,8,OGnastea,Ersatz,0,0,
DS-2025-10-24-B,9,PustxBlumx,Ersatz,0,0,
DS-2025-10-24-B,10,Schlumpfsoldat 4714,Ersatz,0,0,
